rank,ratio,compact,l2l3,cx,cy,cz,hi_n,lo_n,total_n
0,13.6848,0.953125,5.22698,40.6165,18.9611,-2.05253,131,1160,1291
1,10.4775,0.969579,4.3329,50.0619,22.6314,-1.75192,2956,8318,11274
2,7.88292,1,8.72035,49.543,23.4902,-0.978483,2515,22619,25134
3,5.99881,0.971871,5.9373,44.1679,21.8113,-1.16336,6731,13538,20269
4,5.53141,1,7.97518,44.4645,20.7018,-2.03815,392,3517,3909
5,5.09102,0.960357,6.59825,22.5734,8.83145,-0.109814,4675,42058,46733
