rank,ratio,compact,l2l3,cx,cy,cz,hi_n,lo_n,total_n
0,12.5463,1,5.00726,91.9242,22.513,2.31604,630,1353,1983
1,7.93162,0.995614,4.07976,58.9195,9.5675,0.944043,883,7904,8787
